NUMBER	WORD	OCH	OCHNUM	PEK	PEKNUM	SCN	SCNNUM	BAI	BAINUM	FUZ	FUZNUM	HKK	HKKNUM	PAO	PAONUM	GEB	GEBNUM	KPQ	KPQNUM	YEI	YEINUM	PDN	PDNNUM	GEK	GEKNUM	MNU	MNUNUM	KYH	KYHNUM	YIN	YINNUM	SGO	SGONUM	KLQ	KLQNUM	PLC	PLCNUM	TUJ	TUJNUM	LEP	LEPNUM	MIJ	MIJNUM	KNQ	KNQNUM	SER	SERNUM	SUL	SULNUM	BGN	BGNNUM	WRT	WRTNUM	LHA	LHANUM	BAT	BATNUM	XIA	XIANUM	ALI	ALINUM	JIR	JIRNUM	SHE	SHENUM	CUO	CUONUM	MOT	MOTNUM	SNW	SNWNUM	KUL	KULNUM	KLN	KLNNUM	DUM	DUMNUM	LIM	LIMNUM	YAM	YAMNUM	DHI	DHINUM	TRN	TRNNUM	IDU	IDUNUM	MIL	MILNUM	PAD	PADNUM	SHA	SHANUM	APA	APANUM	GLQ	GLQNUM	HIL	HILNUM	BOK	BOKNUM	NIS	NISNUM	TGQ	TGQNUM	UBA	UBANUM	AKA	AKANUM	MJI	MJINUM	BOD	BODNUM	DIM	DIMNUM	GAR	GARNUM	RAB	RABNUM	KNN	KNNNUM	KNX	KNXNUM	PHO	PHONUM	CHA	CHANUM	YOG	YOGNUM	NOC	NOCNUM	WAN	WANNUM	JNP	JNPNUM	MNX	MNXNUM	RNQ	RNQNUM	SEM	SEMNUM	TAN	TANNUM	LHO	LHONUM	POC	POCNUM	SNQ	SNQNUM	YIM	YIMNUM	AOC	AOCNUM	AOM	AOMNUM	MAU	MAUNUM	KHE	KHENUM	CHO	CHONUM	KHN	KHNNUM	KHM	KHMNUM	MZI	MZINUM	ZEM	ZEMNUM	LIA	LIANUM	MRW	MRWNUM	KHQ	KHQNUM	KBQ	KBQNUM	MIK	MIKNUM	CHP	CHPNUM	MGX	MGXNUM	KHX	KHXNUM	LSH	LSHNUM	HKQ	HKQNUM	HMA	HMANUM	GAN	GANNUM	TID	TIDNUM	GUR	GURNUM	TMN	TMNNUM	THK	THKNUM	KAY	KAYNUM	WRB	WRBNUM	LAN	LANNUM	ZHA	ZHANUM	ACQ	ACQNUM	XID	XIDNUM	BOL	BOLNUM	LEQ	LEQNUM	LIJ	LIJNUM	NIN	NINNUM	JIN	JINNUM	ROU	ROUNUM	NUS	NUSNUM	ANO	ANONUM	RAW	RAWNUM	DUL	DULNUM	QIN	QINNUM	QIA	QIANUM	MUY	MUYNUM	PMQ	PMQNUM	PMI	PMINUM	ZHB	ZHBNUM	QUE	QUENUM	ERG	ERGNUM	DAO	DAONUM	SHI	SHINUM	NAM	NAMNUM	GUI	GUINUM	ERS	ERSNUM	LUS	LUSNUM	GAZ	GAZNUM	JIA	JIANUM
84	tail	məjʔ 吱?, 138,"wěi=ba 吱惜?, 138,"uei 2 pa 吱惜?, 138,"ŋü1 tüN4	138	mui33	138	mi1-ba1	138	ʔa.11 me.55.55	138	ʔəka.44 mĩʔ.53	138	ka-mē	138	kəmẹ.11	138	kə.mẹ̃i.44	138	t̯a.22 kəmeiʔ.5	138	kɔ.11 mẹ.33.22	138	kha.33 mị.44	138	kau.11 mi.11	138	ʔəmɛ.22 ko.44	138	me.31	138	ʔəmɛ̃.22	138	lie.4 phoŋ.3	4542	ší, ším	4469	a.3 măi.1	138	pöncĕniŋ	4542	a-ńa	617	a.1 ńuk.1 kuaŋ	617	a-ńu	617	rŋa ma	4190	ŋa.55 ma.55	4190	ŋa.55 ma.55	4190	hŋa ma	4190	rŋa mä	4190	ŋa. L1=ma. T1	4190	ŋa=mɛ.HF	4190	khlɛʔ.53	4189	śam pi	4469	mi:lu.B	138	meri	138	mer. L	138	miri	138	mi	138	mira	138	methoŋ	138	lɨ.3 mɨn.1	138	lɨ.3 mum.4	138	tami	138	ta-me	138	tamyo	138	àmì	138	ńobu	138	ańńo	138	em ńo	138	ame	138	ńabuŋ	138	ńi=byoŋ	138	irim	138	dəraih	630	lanzaj	4233	barmai	138	ki-me	138	ʒiʔ-miŋ	138	əńəy	138	uńiei	138		-666	mei	138		-666	ame	138	me=kua	138	mai.31	138	mei	138	ama	138	ašō=mhi	138	akhamei	138	emhi, emhẽ	138	anɨrɨ	138	mɨyiŋ	138		-666	temi	138	temi	138	imi	138	kume	138		-666	mi	138	mi.1	138		-666	pemi	138	pami	138	ame	138	amei	138	kamai	138	arme	138	meʔ	138	(me-)mek	138	(o)-rme:h. 1	138	mei	138	mei	138	mei	138	mei	138	mei.1	138	mi.1	138	me:.1	138	me.1	138	myɔ	138	a.mri:	138	ʃɔ̆.35 mji.31	138	ʃŏ.21 mji.21	138	ćhi.31 ńaŋ.3	138	nhi.31 c̣hɔ.31	138	ʃă.35 mi.31	138	ʃŏ.55 mji.33	138	ma.33	138	ma.33 ko.31	138	to.44 mhi.44	138	[tɨ.55] ńi.44	138	mhui.31 pɔ.55 E	138	ńi.31 ćhõ.5	138	ni=khoŋ	138	mi.55 ćɔʔ.55	138	sua.55 kie.33	4191	su ka	4191	mɨ.35	138	mẫ.35 łio.53	138	mâ.13 łiɛ.55	138	ŋa.55 ma.53	138	rnə.13 TIB	-1	ẓŋɛ ma TIB?	-1	rŋa ma  TIB	-1	mhiɛ.33 cũ.55	138	mɛ.33 qu.55	138	mi.33 kue.53	138	mɛ.33 ntʃhɛ.55	138	mu.33 kər.53	138	mɨ.55 ta.323	138	tai jɨi	4234						
84	tail		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	irim	630		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
85	that	pajʔ 彼	337	nà 那	2754	na 3 那	2754	mɨ3	2757	xi52 eik23	1990	ge4-ge4	2181	su.22.22	1557	ʔəno.33	2754	tɨ́-tə̂u	866	təʔo.44	2755	θɨ.44 dɔ.44	866	ʔu.44 lɔ.33	2755	de.44 nu.11	2754	nɨə̣.11	2754	də.55 na.55 nɨ.	2754	ʔəwe.44 ne.22	2754	a.31 wɛ̲.55	2756	t̯a.22 khaʔ.53	2181	ai.1	2755	o	2756	w=ăn.2	2756	nŭ	2754	th=uai	2756	ʒeh.2	1651	jajai	1990	de	4015	phə.55 ki.55	2181	e.13 de.53	4015	kan	2181	kan nä	2181	the. L2	4015	t-i. LR	4015	mo.13	2757	ʔu ńi	2754	me=ko.A	2181	na:kə	2181	mɛ. L	2757	m=om	2757	na:=khɛN	2181	akko	2755	iŋko	2181	w=e.1	2756	a.1 he.1	2755	yo, u	2755	də	866	da	866	ìnsi	1557	a-e-na	2755	ə	2755	a:	2755	alo-ə	1697	alo	1697	alo-e	1697	si-i	1990	phai-cu	337	iʔ	1990	bo	337	ua	2756	okai	2756	tə̀w, ùtə́w	866	hato	2755	ńi	2754	khwo	2181	irɨ, kɨrɨ	1990	ira	1990	chua	1651	wo.33 ʒa.31	2756	ma=du	2757	cɨ	1651	hu=pau	2756	chi	1651	o:chi	1651	tu	1651	hacɨ	1651	hu	2756	aʒi	1651	la	1697	ochɨ	1651	hu=ńɨ	2756	cɨo	1651	lu	1697	lu.2 u.3	1697	h=ai	1990	a	1990	ai=si	2755		-666	chi	1651	kiu	2181	ha=la	2755	ʔowʔ, ʔuʔ	2756	ho=se	2755	ho:.1	2755	chu	1651	khi	2181		-666	ze khuh	2181	tua.2	866	ca.2	2755	kyu.1[=cu]	2181	ca.1	2755	ɔn	2755	thui	866	thö.31	866	xje.54	2181	the.55	866	thɛ.55	866	thɔi.55	866	thə.33	866	thɨ.33	866	thv.33	866	khə.55	2181	ćio.55	1651	ćho.55	1651	khu.33	2181	khu	2181	kɔ.55	2181	tha.33	866	tha:	866	a.55 [khɔ.53]	2755	ti.35	866	tə.13	866	a.35	2755	cɛ.13	1651	[ɛ] lɨ	1697	cɛ.13	1651	tɛi.55 thi.33	866	χɛ.33	4573	ji.55 [ki.55]	1990	a.33 [thɛ.55]	2755	ɦa.33	4573	a.33	2755	wu tə	2756
85	that		0		0		0		0		0		0		0		0		0		0		0		0	de.44 nu.11	866		0	də.55 na.55 [nɨ	866		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	me=ko.A	2757	na:kə	2754	mɛ. L	2757		0	na:=khɛN	2754	akko	2181		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	hato, to	866		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	kecu	1651	chi	1651		0		0		0	tei	1651		0		0		0	no:.1	2754	kha=kha	2181		0		0		0		0		0		0		0		0		0		0		0		0		0	xu.31	2181		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
86	this	deʔ 是	866	zhè 這	866		0	lɨ3	4573	ci52 eik23	866	li3 ie4	4573		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	e=ko.A	1990		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	hə̀=tə́w	866	hato, to	866		0		0		0		0	i=ya	1990		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
86	this	ćhejʔ 此	1651		0	ne 3	2754		0		0		0	źo.44.22	1990	ʔəjo.33	1990	ə́u.sə́	1990	źo.44	1990	ba.44 ʔɨ.44	1990	jəlɔ.33	1990	he.44 ʔɨ.11	1990	ie.33	1990	ʔɛ.55 nɨ.11	1990	ʔəwe.44 ʔi.33	1990	da.31 wɛ̲.55 ji	1990	t̯a.22 kha.44 ʔ	1990	kai.3	2181	a	2755	an.1	2755	ʒu	1651	th=i, th=ai	1990	həŋ.1	2755	hĩhi	2755	ãdi	866	ti.13	866	ʔe.55 de.53	866	ndə	866	ndə	866	di. L2	866	d-i. LF	866	co.13	1651	ʔu thi, ʔuhu	866	e=ko.A	2181	Nkə	2181	tɛ. L	866	t=om	866	kɔN	2181	i=go	1990	idoi	866	e.1	1990	i.1 he.1	1990	gu	2181	si-də	1557	si, si-da	1557	si	1557	sɨ	1557	si	1557	ši:	1557	si	1557	si	1557	si	1557	he, χe	2755	huŋ	2755	eʔ	1990	e=bo	1990	ia	1990	i	1990	hə̀=tə́w	2755	hato, to	2755	ha, hɨma	2755	ho	2755	arɨ	2755	ara	2755	haya	2755	n.33 tai.33	866	a=du	2755	higɨ	1990	hi=pau	1990	hi	1990	ši, hi	1990	ha, hama	1990	hi	1990	ha	1990	abaʒi	337	aba	337	hihi	1990	hi	1990	hihi	1990	hau	1990	ha.3 u.3	1990	ai	2755	ai	2755	hai[=si]	1990		-666	hi	1990	hei	1990	la	1697	ʔi	1990	i=se	1990	ao.1	2755	hei	2755	hihi	2755		-666	ze=hih	2755	hiʔ.1	2755	cu.2	2756	cu.2	2756	cu.1	2756	ɔn	2755	i	1990	tʃhɛ.31	1651	xji.51	2181	xai.55	2181	xai.55	2181	tʃhə.55	1651	xjɛ.33	2181	c̣hɨ.33	1651	c̣hɨ.33	1651	će.33	1651	ɣuo.35	4573	śi.35	1557	thi.33 mu.55	866	ya	1651	ʒa.55	1651	ca.33	1651	ca:	1651	a.55 [khɔ.53]	2755	u.55 [ti.53]	2756	di.13	866	u.55	2756	tʃi.35	1557	je thɨ	866	ə də	866	hɛ.55	4573	tɛ.55	866	ti.55 [ki.55]	866	thɛ.55	866	the.33	866	tɛ.33	866	ʃ=tə	1557
87	thou	nhejʔ 爾	520	nǐ 你	520	ni 2 你	520	no3	520	nö33	520	ŋ2	520	na.55.55	520	nɛ.33	520	nạ̀	520	nṿ̃.44.55	520		-666	na.33	520	nạ.11	520	nɛ̣.11	520	na:.33	520	nạ.33	520	ne.31	520	naʔ.53	520	ńi.3	520	hó	2454	ńo.2	520	ka	2454	naŋ	520	nah.2	520	no	520	khjod	2454	che.55 raŋ.55	2454	höʔ.53	2454	ćho	2454	cśho	2454	kho. T2, khui. T1	2454	khyo. LR	2454	ʔi.53	2454	nan	520	ge.A, go-y.A	520		-666	in. L	520	an	520	khene	520	häŋ	520	na	520	ńoŋ.2	520	ńo.2	520	ŋyi	520	no	520		-666	nó	520	no	520	no	520	no:	520	no	520	no	520	no	520	ba	2454	ńi	520	nəʔŋ	520	nuŋ	520	na-a	520	náŋ	520	nàŋ	520	naŋ	520	nɨŋ	520	no	520	mnaŋ	520	naŋ	520	naŋ	520	naŋ.33	520	naŋ	520	no	520	no	520	na	520	no	520	no	520	nɨ	520	nɨ	520	naŋ	520	no	520	ni	520	no	520	no	520	no	520	no.2	520	naŋ	520	naŋ	520	naŋ	520	naŋ	520	naŋ	520	nɨŋ	520	naŋ	520	naŋ	520	naŋ	520	nɨ̃:.2	520	naŋ	520	naŋ=mah	520		-666	naŋ=mah	520	naŋ.1	520	kxi.1	2454	e:.2	2454	k=yɛŋ.4	2454	nɔ̃, ŋen	520	naŋ	520	nɔ̃.31	520	naŋ.51	520	nuaŋ.55	520	nɔŋ.55	520	nɔ̃.55	520	naŋ.31	520	nɨ.31	520	no.55	520	nə.42	520	ńɔ.31	520	ńoŋ.55	520	nɔ.31	520	na	520	na.53	520	kuə.55	2454	kuə	2454	nɛ.53	520	ńi.35	520	nɛ.13	520	ńe.35	520	ńe.13, nɨ.13	520	ńi	520	ńi	520	ńi.55	520	no.33	520	nũ.35	520	nɛ.55	520	ne.53	520	nɛ.33	520	no	520
88	tongue	mlat 舌	1698	shé=tou 舌śY	1698	se 12 t`ər 12 舌śYдI	1698	ce2	1698	chui31 liek5	1698	sat6 ma2	1698	pre.22.22	1698	kəpli.33	1698	plẹ̀	1698	plẹ.11	1698	plẹi.11	1698	ple:i.33	1698	plẹ.11	1698	plị.11	1698	pli.11	1698	ple:.33	1698	ble.33	1698	pli.33	1698	ji.3 la.1	1698	lí	1698	blai.4	1698	lē	1698	la=phõ	1698	rye.1	1698	rhi	1698	lće	1698	će.55	1698	će.55 le.53	1698	hće	1698	rći	1698	če. L1=la. T1	1698	celak.HF, celɛ.	1698	le.55	1698	le	1698	le:.A	1728	lem	1728	lem. L	1728	le:m	1728	lɛso:ʔl, -lso:ʔ	1728	lem	1728	de=toŋ	1698	thɨ.3 liɨŋ.4 na	1728	e.1 li.1 na.1	1728	ci-dal	4324	ai-o	1698	aiyo	1698	àljó	1698	aro	1698	ari	1698	a yo	1698	ai	1698	riu	1698	ryu	1698	ze=bla	1698	žeh=ghi	1698	salaʔj	1698	salai	1698	sre	1698	khú-tlay	1698	yí	1698	yi	1698	yei	1698	li-šaŋ	1698	li	1698	thali	1698	le	1698	šiŋ.31 let.31	1698	lei	1698	nńi	1698	amili	1698	male	1698	nni, nli	1698		-666	mɨli	1698	mulo	1698	temeli	1698	tɨmeli	1698	mali	1698	meli	1698	umeyi	1698	melɨ	1698	u.1 me.4 ə.3	1698		-666	milei	1698	chali	1698		-666	li	1698	balei	1698	de	1698	le	1698	(me-)leṭ	1698	se:.1	1698	lei	1698	lei	1698	lei	1698	lei	1698	lei.2	1698	le.2	1698	le.2	1698	le.1	1698	lɔi	1698	hlja	1698	ʃɔ.31	1698	ʃo.51	1698	ćo.55	1698	č̣ɔ.55	1698	ʃa.55	1698	jo̲.33	1698	ći.55	1698	ći.31 mi.13	1698	a.33 łɔ.44	1698	le.55 tæ.31	1698		-666	phɨ.31 lɛ.31	1698	phəlɛ	1698	pɨ.31 lai.53	1698	zɨ.31 qə.55	1698	zəq	1698	ẓâ.35	1698	łiɛ.53	1698	łie.55 qho.55	1698	ło.53	1698	łli.55	1698	vźɛ	1698	vlʒɛ TIB?	1698	ṣɨ.55	1698	ji.33 łɛ.55	1698	ʒ̣ɨ.35	1698	hcɨ.33 psɨ.55	1698	ti.53 pi.53 EE	1698	la.35	1698	[tə] ʃme	1698
89	tooth	thəʔ 齒	2758	yá 牙	2521	牙巴 ia 1 pa	2521	ci1 pa6	2758	ŋai33	2521	ŋa2	2521	tə.55 ŋa.55.22	2521	kɔṭo.44	2084	ka.khú	2400	θɨ.11 khɨ.55	2400	su.11 khɨ.44	2400	ṭo.44 ṭɛ.44	2084	kho.33 khi.11	2400	khu.11 khie.33	2400	tə.11 khɛ.55	2400	mɛ.44	4507	mɛ̲.55	4507	ʔəta.33 shĩ.31	2084	si.1 si.1	4543	fo	2084	si.1	4543	gar'	2400	nu=thuŋ	2758	kə.1 tuaŋ.1	2758	si-ńen	4543	so	2084	so.55	2084	so.53	2084	sho	2084	sho	2084	sa. T2	2084	sa.HR	2084	wa.53	2084	śa	2084	khruy.A	4393	kaN	2198	ŋɔlu.H	2521	Nilo:	2521	ha	2084		-666	tasiŋ	2758	laŋ.2	4362	tia.2 pra.2	2758	cip-pa	346	i-paŋ	346	i-paŋ	346	áyi	2084	ai-iʒu	2084	ei	2084	yi: ćuŋ	2084	əhih	2084	iʒoŋ	4326	fhig, hig	2084	əcu	1407	thu	1407	hataj	2084	hathai	2084	wa	2084	pha-kham	2084	phá	4281	pha	4281	pha	4281	hau	2084	pa	4281	pa	4281		-666	wa.33	2084	ya	2084	hɨ	2084	ahu	2084	aha	2084	o:ho	2084	aha	2084	ha	2084	hɨ	2084	tepo	4281	tɨpa	4281	oho	2084	efɨ	2084	uhu	2084	hu	2084	(u.1) hu.3	2084	migei	4393	migeu	4393	chahiu	2084	aɣu	2084	aga	4393	huh	2084	so	2084	səc	4543	(mi-)šak	4543	ha:.2	2084	ha	2084	ha	2084	ha	2084	ha	2084	ha:.2	2084	sa.1	2084	sa.1	2084	sa.1	2084	swɔ	2084	swa:	2084	cɔi.31	1407	cui.51	1407	ćoi.55	1407	cui.55	1407	tui.55	1407	cɨ.31	1407	su.21	2084	χɨ.33 EE	1407	ći.55	1407	ćyi.33 læ.31	1407	sua.55	2084	a.31 sa.31	2084	sa	2084	sa.53	2084	suə.55	2084	ṣə	2084	xɨ.35	2400	ṣü.53	2084	ṣy.55	2084	ku.53	2400	ski.55	2400	śɨ	2084	ćə	2084	ßɛ.55	2400	xə.33	2400	xui.53	2400	ṣɨ.55 ma.55	2084	fu.35	2400	sɨ.31 sɨ.33	2084	[tə] swɔ TIB?	2084
89	tooth		0	=chǐ 牙齒	2758	ia 1 ci 牙齒	2758		0		0		0		0		0		0	θɨ.11 khɨ.55	2084	su.11 khɨ.44	2084	ṭo.44 ṭɛ.44	2084		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	a-ye	2084		0		0	ai-iʒu	4326		0	yi: ćuŋ	4326		0	iʒoŋ	2084		0		0		0	hataj	2758	hathai	2758		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
90	tree	mhōk 木	2759	shù 樹	4574	su 3 樹	4574	cɨ3	4574	chiu31	4574	su4-ui3	4574	seŋ.44.55 mɨ.55	1513	ṭoʔ.53	1513	θə̂ŋ	1513	θɨ̃.11 mɨ.11	1513	svɨ.11 mvɨ.44	1513	ṭəɨʔ.53	1513	sø.44.55	1513	ćɔ.11	1513	sein.13	1513	ṭẽʔ.53	1513	tθe.31	1513	t̯ɛʔ.53	1513	kha.4 moŋ.4	2759	kuŋ	2247	săŋ.2	1513	bōṭhöŋ	1513	hiŋ-thuŋ	1513	he̲n.3	1513	рɨŋ-mua	241	śiŋ sdoŋ	1513	śiŋ.53 tuŋ.55	1513	xĩ.55 phũ.55	1513	doŋ wo	1057	ɣdoŋ ŋo	1057	doŋ. L2=bo. L1	1057	doŋ=bu. LF	1057	śeŋ.55 ma.53	1513	śiŋ	1513	rawa:.A	4407	si:chɔ	1513	saŋ. L	1513	bhu	241	siN=bo:N	1513	siŋ=bu	1513	su=te	1513	ma.3 sɨŋ.1	1513	ma.1 seŋ.1 boŋ.	1513	haŋ-ńi	1513	ə-šiŋ	1513	ur-siŋ	1513	sànɨ	1513	sinə	1513	sən	1513	ɨ šɨŋ	1513	se:m	1513	saŋnə	1513	saŋ=ne	1513	šo, šoń	1513	ou	4407	bompaŋ, bompoŋ	241	bo=phaŋ	241	bol	50	pan; phaŋ	241	pe	50	pi	50	pɨ	50	pu	50	pul=chuŋ	50	baŋ	241	pan	241	phun.55	50	u, upambi	4407	saŋ=bin	1513	asɨ(-bo)	1513	thiŋ=roŋ	1513	o:to:ŋ	1057	athso	1513	siŋdoŋ	1513	saŋtuŋ	1513	sɨŋdoŋ	1513	asuŋ, suŋ=tuŋ	1513	sɨbu	1513	cɨbo	1513	sɨ=bo	1513	sibo	1513	si.2 bo.1	1513	ciŋ=baŋ	1513	hiŋ=baŋ	1513	šiŋ=baŋ	1513	atiŋ=baŋ	1513	siŋ=baŋ	1513	thiŋ=bɨŋ	1513	theŋ=ri	1513	siŋʔ	1513	siŋ	1513	sĩ:.2	1513	thiŋ	1513	thiŋ=kuŋ	1513	thiŋ	1513	thiŋ	1513	kuŋ.1	2247	dũ.4  TIB	-1	toŋ.4=po TIB	-1	ṭuŋ.4 TIB	-1	ṭɔŋ=pu	1057	sac paŋ	1513	sa̲k.55	1513	sik.55	1513	saŋ.31 ceŋ.55	1513	ṣɨk.55	1513	sak.55	1513	sə̲k.55	1513	nʒər.31	1513	sɨ.55 ʒɨ.33	1513	a.33 cə.44	1513	sæ.42 cẽ.33	1513	si.53 ʒə̃.35 a	1513	śɨŋ.55 ʒɨn.31	1513	šiŋ, thiŋ	1513	śi:ŋ.55	1513	pho.55	241	phəq	241	chɨ.55 pho.35	241	sẽ.35 bõ.35	241	siɛ̃.13 sbõ.55	241	se.55	1513	se.55	1513	sɨ pho	241	lə phu	241	sa.55 zə̃.55	1513	sɨ.33 po.55	241	sɛ̃.33 po.53	241	si.55 pu.55	241	se.33 pu.53	241	sɨ.35 cə.323 t	1513	ʃək phu	241
90	tree		0		0		0		0		0		0	seŋ.44.55 mɨ.55	2759		0		0	θɨ̃.11 mɨ.11	2759	svɨ.11 mvɨ.44	2759		0		0		0		0		0		0		0		0		0		0		0		0		0		0	śiŋ sdoŋ	1057	śiŋ.53 tuŋ.55	1057		0		0		0		0		0		0		0		0		0		0		0	siN=bo:N	241	siŋ=bu	241		0		0	ma.1 seŋ.1 boŋ.	241		0		0		0		0		0		0		0		0		0		0		0		0	bompaŋ, bompoŋ	50		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	siŋdoŋ	1057	saŋ=tuŋ	1057	sɨŋ=doŋ	1057	asuŋ, suŋ=tuŋ	1057	sɨbu	241	cɨ=bo	241		0	si=bo	241	si.2 bo.1	241	ciŋ=baŋ	241	hiŋ=baŋ	241	šiŋ=baŋ	241		4307		0	thiŋ=baŋ	241	aroŋ	4197		0		0		0		0		0		0		0		0		0		0		0		0	sac paŋ	241		0		0		0		0		0		0		0		0		0	sæ.42 cẽ.33	4196	si.53 ʒə̃.35 a	4196	śɨŋ.55 ʒɨn.31	4196		0		0		0		0	chɨ.55 pho.35	1513	sẽ.35 bõ.35	1513	siɛ̃.13 sbõ.55	1513		0		0	sɨ pho	1513		0		0	sɨ.33 po.55	1513	sɛ̃.33 po.53	1513	si.55 pu.55	1513	se.33 pu.53	1513		0	ʃək phu	1513
91	two	nĳ=s 二	580	èr 二	580	ər 3 二	580	ne6, koN1	580	nei242, naŋ242,	580	ŋi4	580	lo.44 vaŋ.44 ni	580	tʃi.22 bwɛ.33	4508	ŋú	580	θv.44 ŋv.44	580	nɨ.11	580	ṭənɨʔ.53	580	sɔ.33 ḳə.11 ńe	580	ńiẹ.33 prɛ̣.1	580	ńe.33	580	khi.44	2760	khi.55	2760	si.44 ɣa.33	4508	ńie.1	580	nyăt	580	kɨ.3 jin.4	580	nī, niš	580	ńit	580	ńi.1	580	ńeŋ	580	gńis	580	ńi.55	580	ńi.55	580	hńi	580	ɣńi	580	ńi. T2	580	ŋyi. LF	580	nai.13	580	ńik caŋ	580	ni:kši.B	580	nici	580	sahpu.H	4392	nɨ	580	nɛchi	580	nici	580	nhe=loŋ	580	ka.3 n.1	580	ka.3 ni.1	580	ne	580	a-ńi	580	ńi	580	àńi, táńe	580	ańi	580	ańi	580	a ńi	580	eńi	580	ńi	580	ain	580	ksi	580	gni  TIB	-1	nəj	580	gini	580	gni	580		-666	yí, ńí	580	i	580	ńi	580	ńi	580	anei	580	vańi	580	ani	580	lə.55 khoŋ.51	2760	ani	580	khohɨŋ	2760	kini	580	khani	580	eni, o:ni	580	kɨni	580	ańɨ	580	manie	580	ana	580	anet	580	kahei	580	kenhi	580	kɨna	580	kena	580	ke.3 nie.2	580	kena	580	kena	580	nia	580	haŋ=na	580	kati	4508	kenei, kɨnei	580	hina	580	nis	580	nis	580	neh.1-blo	580	pahni	580	pahnih	580	pahni	580	nih	580	niʔ.3	580	ŋxĩ.2	580	ńi:.4	580	ŋi.4	580	ŋhyi	580	hnac	580	ʃi̲k.55	580	i.55	580	sək.55	580	sək.55	580	i̲.35	580	ə̲k.55	580	ńi.13	580	ńi.33	580	ni.55	580	næ.42	580	m.55	580	a.31 ńi.33	580	əni	580	a.31 ni.55	580	ńi.55	580	ɣnə	580	nɨ.35	580	nə.35	580	ni.13	580	na.35 ćã.53	580	ńi.55	580	wne	580	ənə	580	ńɛ.33	580	ńi.53	580	ńi.33	580	nɛ.55	580	ne.55	580	ŋ.31	580	[kə] nes TIB	-1
